Year of Completion,Name of Dam,Country
1972,Chulabhorn,Thailand
1972,Yunzhou,China
1972,Hekou,China
1972,Wangyao,China
1972,Ganhe,China
1972,Gushitan,China
1972,Zhongxing,China
1972,Xiangshan,China
1972,Wangying,China
1972,Junmin,China
1972,Zhelin,China
1972,Shuilanguang,China
1972,Changtangang,China
1972,Jiaoyuan,China
1972,Mashi,China
1972,Jitou,China
1972,Shanmei,China
1972,Changhu,China
1972,Jinjiang,China
1972,Shandaohe,China
1972,Huanren,China
1972,Shenwo,China
1972,Luoquanbei,China
1972,Idong,South Korea
1972,Ikuno,Japan
1972,Ishitegawa,Japan
1972,Kurose,Japan
1972,Egawa,Japan
1972,Shimouke,Japan
1972,Darwin River Dam,Australia
1972,Hoheikyo,Japan
1972,Iizume,Japan
1972,Uchinokura,Japan
1972,Kori,Japan
1972,Shintoyone,Japan
1972,Eigenji,Japan
1972,Kamiji,Japan
1972,Fairbairn,Australia
1972,E.J. Beardmore,Australia
1972,Bungal,Australia
1972,Glebe Weir,Australia
1972,Poutu,New Zealand
1972,Brouwersdam,Netherlands
1973,Long Lake Dam,United States
1973,Wynoochee,United States
1973,Libby,United States
1973,Dworshak Dam,United States
1973,Chatfield Dam,United States
1973,Castaic,United States
1973,Perris,United States
1973,Robert A. Skinner,United States
1973,Beaver Lake Dam,United States
1973,David R. Wilson Dam,United States
1973,Lake Sulphur Springs Dam,United States
1973,Monticello Dam,United States
1973,Conroe Dam,United States
1973,Basilio Vadillo,Mexico
1973,Greenwood Reservoir Dam,United States
1973,Tilden Recirculation Basin,United States
1973,Ludington,United States
1973,Muskegon Waste Water Lagoons,United States
1973,Nockamixon,United States
1973,Raystown Dam,United States
1973,Clarence J. Brown Dam,United States
1973,Paint Creek Dam,United States
1973,William H. Harsha Lake Dam,United States
1973,Gibson Generating Plant Dam,United States
1973,Laurel Dam,United States
1973,Moss Lake Dam,United States
1973,Main Dam,United States
1973,Cerron Grande,El Salvador
1973,Meddybemps Dam,United States
1973,Dos Cerritos,Venezuela
1973,La Becerra,Venezuela
1973,Onia,Venezuela
1973,Cabra Corral,Argentina
1973,El Chocon,Argentina
1973,Porto Colombia,Brazil
1973,Ilha Solteira,Brazil
1973,Passo Real,Brazil
1973,Ingeniero C. Roggero,Argentina
1973,Bradan,United Kingdom
1973,Regua,Portugal
1973,Fratel,Portugal
1973,El Vicario,Spain
1973,Sierra Boyera,Spain
1973,Taibilla,Spain
1973,Guadalhorce,Spain
1973,Idriss 1,Morocco
1973,Dekokaha,Ivory Coast
1973,Lataha,Ivory Coast
1973,Oljusjoen,Norway
1973,Juklavatn Hoveddam,Norway
1973,Wiehl,Germany
1973,Tauernmoossee,Austria
1973,Masevatn Hoveddam,Norway
1973,Batsvatn Hoveddam,Norway
1973,Akkats,Sweden
1973,Bastusel,Sweden
1973,Opatovice,Czech Republic
1973,Ruzina,Slovakia
1973,Poiana Uzului,Romania
1973,Vidra,Romania
1973,Zigoneni,Romania
1973,Ticha,Bulgaria
1973,Vau-Dejes,Albania
1973,Atikhisar,Turkey
1973,Claw,Zimbabwe
1973,Upper Ncema,Zimbabwe
1973,Chograyskoye,Russia
1973,Finchaa,Ethiopia
1973,Henry Hallam,Zimbabwe
1973,Vaitarna,India
1973,Malaprabha,India
1973,Udawalawe,Sri Lanka
1973,Guodihe,China
1973,Nam Oun,Thailand
1973,Baicaoping,China
1973,Chegu,China
1973,Longbo,China
1973,Yangmaowan,China
1973,Shiquan,China
1973,Danjiangkou,China
1973,Gaoguang,China
1973,Diaoyutai,China
1973,Jiudaohe,China
1973,Qingshan,China
1973,Xiakou,China
1973,Juntan,China
1973,Sheshang,China
1973,Ridong,China
1973,Nanhe,China
1973,Huamuqiao,China
1973,Shibikeng,China
1973,Nanshui,China
1973,Shilu,China
1973,Riam Kanan,Indonesia
1973,Karang Kates,Indonesia
1973,Manpung,North Korea
1973,Maebong,North Korea
1973,Soyanggang,South Korea
1973,Haji,Japan
1973,Masubuchi,Japan
1973,Ishiba,Japan
1973,Kogawa,Japan
1973,Chengcai,China
1973,Nanshan,China
1973,Qiaodun,China
1973,Tsengwen,Taiwan
1973,Tsukigata,Japan
1973,Sakashita,Japan
1973,Miyama,Japan
1973,Tane,Japan
1973,Shimokotori,Japan
1973,Iizumishusuizeki,Japan
1973,Nameriko,Japan
1973,Murou,Japan
1973,Osako,Japan
1973,Cardinia,Australia
1973,Chinchilla Weir,Australia
1973,Qattara,Libya
1973,Cordell Hull Dam,United States
1974,Jump Creek,Canada
1974,Wolf Creek Reservoir,United States
1974,Amax Solar Ponds,United States
1974,Electric Lake Dam,United States
1974,Pyramid,United States
1974,Elderberry,United States
1974,Pipestem Dam,United States
1974,Highway 75 Dam,United States
1974,Lake Icaria Dam,United States
1974,Pueblo,United States
1974,Mackenzie Dam,United States
1974,Deep Red Run,United States
1974,Hugo Lake,United States
1974,Millers Creek Dam,United States
1974,Martin Lake Dam,United States
1974,La Angostura,Mexico
1974,Lake Carroll Dam,United States
1974,Alum Creek Dam,United States
1974,Brookville Lake Dam,United States
1974,Stingy Run Fly Ash Dam,United States
1974,Cave Run Lake Dam,United States
1974,Kaskaskia Lock and Dam,United States
1974,Cedar Lake Dam,United States
1974,Troublesome Creek Dam,United States
1974,B. Everett Jordan Dam,United States
1974,Carters Main Dam,United States
1974,Arrowhead Lake Dam,United States
1974,West Point,United States
1974,Noralyn N-14,United States
1974,Noralyn N-15,United States
1974,Area E,United States
1974,Nicatous Stream Dam,United States
1974,Blenheim Lower Gilboa,United States
1974,Blenheim Upper Gilboa,United States
1974,Tavera,Dominican Republic
1974,La Plata,United States
1974,Pao-Cachinche,Venezuela
1974,Volta Grande,Brazil
1974,Moxoto,Brazil
1974,Las Portas,Spain
1974,Contreras,Spain
1974,Sidi Mohamed Ben Abdellah,Morocco
1974,Natiokobadara,Ivory Coast
1974,Solo Mougou,Ivory Coast
1974,Heggmovatn,Norway
1974,Kallsjon,Sweden
1974,Flasjon,Sweden
1974,Trangslet,Sweden
1974,Nedre Havardsvatn Dam 1,Norway
1974,Kaldevatn Hoveddam,Norway
1974,Finnabuvatn Dam,Norway
1974,Giffaumont,France
1974,Emosson,Switzerland
1974,Sainte Croix,France
1974,Quinson,France
1974,Tiga,Nigeria
1974,Bamendjin,Cameroon
1974,Rebnisjaure,Sweden
1974,Hirvijarvi,Finland
1974,Vilejskoye,Belarus
1974,Sulejow,Poland
1974,Calinesti-Oas,Romania
1974,Solesti,Romania
1974,Tarnita,Romania
1974,Ramnicu Valcea,Romania
1974,Busko Blato,Bosnia and Herzegovina
1974,Yastrebino,Bulgaria
1974,Tzonevo,Bulgaria
1974,Kamchia,Bulgaria
1974,Yasna Poliana,Bulgaria
1974,Serra del Corvo,Italy
1974,Polyphyto,Greece
1974,Karamanli,Turkey
1974,Gove,Angola
1974,Armenia,South Africa
1974,Lakenvalley,South Africa
1974,Elands Kloof,South Africa
1974,Keban,Turkey
1974,Kamburu,Kenya
1974,Cahora Bassa,Mozambique
1974,Phalaborwa Barrage,South Africa
1974,Sivunga,Swaziland
1974,Tashutkul,Kazakhstan
1974,Badam,Kazakhstan
1974,Pong Dam,India
1974,Ramganga,India
1974,Chandan,India
1974,Hingoni,India
1974,Kabini,India
1974,Idukki,India
1974,Dananchuan,China
1974,Xindian,China
1974,Sirikit,Thailand
1974,Dafengkou,China
1974,Dongsiwu,China
1974,Beishan,China
1974,Gonghe,China
1974,Lushui,China
1974,Duanshen,China
1974,Tongshanyuan,China
1974,Mingyangguan,China
1974,Jianxin,China
1974,Huanggang,China
1974,Quanshui,China
1974,Longxing,China
1974,Lalang,China
1974,Hemianshi,China
1974,Fushan,China
1974,South Dandalup,Australia
1974,Chaihe,China
1974,Huilongshan,China
1974,Yontan,North Korea
1974,Paldang,South Korea
1974,Kurokawa,Japan
1974,Tataragi,Japan
1974,Mikawa,Japan
1974,Abugawa,Japan
1974,Fukasako,Japan
1974,Ogakura,Japan
1974,Pantabangan,Philippines
1974,Niikappu,Japan
1974,Samani,Japan
1974,Kajigawachisui,Japan
1974,Sengozawa,Japan
1974,Uchikawa,Japan
1974,Togagawa,Japan
1974,Hirose,Japan
1974,Matsukawa,Japan
1974,Rosslynne,Australia
1974,Tarago,Australia
1974,Gordon,Australia
1974,Maroon,Australia
1974,Fitzroy Falls,Australia
1974,Farakka,India
1975,Scoggins Reservoir,United States
1975,Indian Valley,United States
1975,Seven Mile,Canada
1975,Lake Desmet,United States
1975,Long Draw,United States
1975,Buchanan Dam,United States
1975,Hidden Dam,United States
1975,Cochiti,United States
1975,Jenpeg,Canada
1975,Milton Lake,United States
1975,Gillham,United States
1975,Dierks,United States
1975,Swauano Creek Dam,United States
1975,Cypress Black Bayou Site 1,United States
1975,Bryan Utilities Lake Dam,United States
1975,Collins Station Cooling Lake Dam,United States
1975,Duck Creek Station Dam,United States
1975,Newton Power Station Lake Dam,United States
1975,Carr Creek Lake Dam,United States
1975,Little Bear Creek,United States
1975,Plant Wansley Main Storage Lake Dam,United States
1975,Manatee Cooling Water Reservoir,United States
1975,Bayano,Panama
1975,Poechos,Peru
1975,Manicouagan 3,Canada
1975,Valdesia,Dominican Republic
1975,Paredao,Brazil
1975,Marimbondo,Brazil
1975,Promissao,Brazil
1975,Paraibuna,Brazil
1975,Salto Osorio,Brazil
1975,Empingham,United Kingdom
1975,Valeira,Portugal
1975,Valmayor,Spain
1975,Cedillo,Spain
1975,Nindio,Ivory Coast
1975,Bandama,Ivory Coast
1975,Ovre Oldsjon,Sweden
1975,Sveg,Sweden
1975,Askjelldalsvatn,Norway
1975,Nesvatn,Norway
1975,Muldestausee,Germany
1975,Bautzen,Germany
1975,Bewl Bridge,United Kingdom
1975,Schonbrunn,Germany
1975,Prisecnice,Czech Republic
1975,Ferlach-Maria Rain,Austria
1975,Saint Pardoux,France
1975,Astarac,France
1975,Alto Temo,Italy
1975,Zaria,Nigeria
1975,Quiminha,Angola
1975,Taivalkoski,Finland
1975,Svihov,Czech Republic
1975,Cazanesti,Romania
1975,Sacele,Romania
1975,Govora,Romania
1975,Valcele,Romania
1975,Iezer,Romania
1975,Lobosh,Bulgaria
1975,Kirilovo,Bulgaria
1975,Antonivanovtzi,Bulgaria
1975,Anchor Yeast,Zimbabwe
1975,Hans Strijdom,South Africa
1975,Spitskop,South Africa
1975,Klipplaat,South Africa
1975,Krasnodar,Russia
1975,Korkuteli,Turkey
1975,Tahtakopru,Turkey
1975,Kidatu,Tanzania
1975,Albasini,South Africa
1975,Palkhed,India
1975,Pedgaon,India
1975,Haripura,India
1975,Kanheinalla,India
1975,Kerwan,India
1975,Tawa,India
1975,Bapanxia,China
1975,Muqiaogou,China
1975,Bang Phra,Thailand
1975,Upper Peirce,Singapore
1975,Shuihutong,China
1975,Shihe,China
1975,Wangjiawan,China
1975,Shimen,China
1975,Quanmin,China
1975,Shufangba,China
1975,Mengquan,China
1975,Maoxi,China
1975,Ansha,China
1975,Longjin,China
1975,Fengshuba,China
1975,Renshui,China
1975,Xiaomei,China
1975,Lahor,Indonesia
1975,Huanzidong,China
1975,Madun,South Korea
1975,Songnae,South Korea
1975,Kyoragi,Japan
1975,Uchitani,Japan
1975,Jiaokou,China
1975,Taisetsu,Japan
1975,Yabetsu,Japan
1975,Odagawa,Japan
1975,Takanokura,Japan
1975,Hirono,Japan
1975,Hazelwood Ash 1,Australia
1975,Fred Haigh,Australia
1975,Wingecarribee,Australia
1975,Wairoa,New Zealand
1975,Moawhango,New Zealand
1975,Te Anau Lake Control,New Zealand
1975,Manapouri Lake Control,New Zealand
1976,Highland,Canada
1976,William L. Jess,United States
1976,Newman Lake Flood Control Dam,United States
1976,Carty Reservoir,United States
1976,Ririe,United States
1976,Texasgulf Tailings,United States
1976,Cajon de Peda,Mexico
1976,Missi Falls Control,Canada
1976,Elwood Dam,United States
1976,Long Branch Dam,United States
1976,Trinidad,United States
1976,Kaw Lake,United States
1976,Lake Coronado Dam,United States
1976,Prudential Reservoir 3,United States
1976,Chicayan,Mexico
1976,Madin,Mexico
1976,White River Dam,Canada
1976,Arnprior Main Dam,Canada
1976,Crystal Lake Level Control Dam,United States
1976,Lake Lancer Dam,United States
1976,Pewaukee,United States
1976,Conner Run Flyash,United States
1976,Caesar Creek Lake Dam,United States
1976,Willow Island Lock and Dam,United States
1976,Burnsville Lake Dam,United States
1976,Beech Fork Lake Dam,United States
1976,R.D. Bailey Dam,United States
1976,Normandy,United States
1976,Santa Rita Dike I,Colombia
1976,Chivor,Colombia
1976,Agua del Toro,Argentina
1976,Futaleufu,Argentina
1976,Salto Mimoso,Brazil
1976,Capivara,Brazil
1976,Taiaqupeba,Brazil
1976,Santa Helena,Brazil
1976,Llyn Brenig,United Kingdom
1976,Cecebre,Spain
1976,Anarbe,Spain
1976,Varosa,Portugal
1976,Arrocampo,Spain
1976,Lery,Burkina Faso
1976,Gbon,Ivory Coast
1976,Nouple,Ivory Coast
1976,Nafoun,Ivory Coast
1976,Bossvatn Hoveddam,Norway
1976,Svartevatn Dam,Norway
1976,Alton Water,United Kingdom
1976,Eixendorf,Germany
1976,Altmuehlsee,Germany
1976,Saint Lazare,France
1976,Vinca,France
1976,La Baells,Spain
1976,Bou Heurtma,Tunisia
1976,Tomas,Nigeria
1976,Jekara,Nigeria
1976,Ruwan Kanya,Nigeria
1976,Randi,Sweden
1976,Kalajarvi,Finland
1976,Riga,Latvia
1976,Letovice,Czech Republic
1976,Liptovska Mara,Slovakia
1976,Bukovec 2,Slovakia
1976,Dragomirna,Romania
1976,Daesti,Romania
1976,Baniska,Bulgaria
1976,Kardgali,Bulgaria
1976,Passante,Italy
1976,Mornos,Greece
1976,Kudzwe,Zimbabwe
1976,Insiza,Zimbabwe
1976,Ncora,South Africa
1976,Kanev,Ukraine
1976,Darwendale,Zimbabwe
1976,Ruti,Zimbabwe
1976,Siya,Zimbabwe
1976,Fanie Botha,South Africa
1976,Massingir,Mozambique
1976,Karoon,Iran
1976,Kirov,Kyrgyzstan
1976,Tarbela,Pakistan
1976,Nal Tank,India
1976,Karanjikhed,India
1976,Alwandi,India
1976,Tenughat,India
1976,Halali,India
1976,Barna,India
1976,Ambazari,India
1976,Jayakwadi Stage 1,India
1976,Gumti,India
1976,Yegoumen,China
1976,Hezhuang,China
1976,Bikou,China
1976,Nianyushan,China
1976,Guandaohe,China
1976,Hualiangting,China
1976,Wupaishui,China
1976,Zhaoyang,China
1976,Fengle,China
1976,Nanchuan,China
1976,Shenzihu,China
1976,Dashuijiang,China
1976,Zumalin,China
1976,Zhenziling,China
1976,Longtan,China
1976,Hongsheng,China
1976,Pyongwon,North Korea
1976,Togyo,South Korea
1976,Yato,Japan
1976,Myojin,Japan
1976,Nabara,Japan
1976,Suburi,Japan
1976,Hayakuchi,Japan
1976,Yukiyagawa,Japan
1976,Kuromorigawadaiichi,Japan
1976,Tarumizu,Japan
1976,Kusaki,Japan
1976,Iwaya,Japan
1976,Mazegawadaini,Japan
1976,Nakazato,Japan
1976,Julius,Australia
1976,North Pine,Australia
1976,Glenlyon,Australia
1976,Copeton,Australia
1976,Pukaki Canal Inlet Dam,New Zealand
1976,Altenwoerth,Austria
1977,New San Leandro,United States
1977,Morrison,Canada
1977,Newlan Creek Dam,United States
1977,American Falls,United States
1977,Comaquito,Mexico
1977,Long Spruce,Canada
1977,Logging Creek Dike,United States
1977,Swan Lake,United States
1977,Cache la Poudre,United States
1977,Clinton Dam,United States
1977,Birch Lake,United States
1977,Little Flint Creek Dam,United States
1977,Waurika Lake,United States
1977,Dequeen,United States
1977,Squaw Creek Dam,United States
1977,Bayou Loco Dam,United States
1977,Cedar Creek Dam,United States
1977,Corrinchis,Mexico
1977,La Grande 2,Canada
1977,Gribben North Tailings Basin Dam,United States
1977,Manistique Lake Dam,United States
1977,Groveland Dam 8,United States
1977,Lasalle Nuclear Station Cooling Lake Dam,United States
1977,Little Blue Run,United States
1977,Blue Marsh Dam,United States
1977,Clinton Lake Dam,United States
1977,Solutia 15,United States
1977,Fairfield Dam Main Dam,United States
1977,Miller Steam Plant Ash Pond,United States
1977,Edward Medard Reservoir Dam,United States
1977,Clear Springs CS-8,United States
1977,Big Four Mine Dam BF-1,United States
1977,Cheticamp,Canada
1977,Wreck Cove,Canada
1977,Choiniere,Canada
1977,Assunpink Dam 6,United States
1977,Atarigua,Venezuela
1977,Loma de la Lata,Argentina
1977,Planicie Banderita,Argentina
1977,Curua Una,Brazil
1977,Guarapiranga,Brazil
1977,Bico da Pedra,Brazil
1977,Sigalda,Iceland
1977,Eiras,Spain
1977,Navalcan,Spain
1977,Finisterre,Spain
1977,Alvito,Portugal
1977,Agrio,Spain
1977,Ibn Batouta,Morocco
1977,Dablo,Burkina Faso
1977,Ouahigouya,Burkina Faso
1977,Tono,Ghana
1977,Badadougou,Burkina Faso
1977,Koelnbrein,Austria
1977,Villeneuve la Raho,France
1977,Zardezas,Algeria
1977,Kafin Chiri,Nigeria
1977,Tudun Wada,Nigeria
1977,Kangimi,Nigeria
1977,Bucecea,Romania
1977,Gazivode,Serbia
1977,Swakoppoort,Namibia
1977,Rust de Winter,South Africa
1977,Marico-Bosveld,South Africa
1977,Rietvlei,South Africa
1977,Douglas,South Africa
1977,Klipdrift,South Africa
1977,Joan Neser,South Africa
1977,Umtata,South Africa
1977,Voelvlei,South Africa
1977,Eikenhof,South Africa
1977,Azat,Armenia
1977,Arpachay,Azerbaijan
1977,Tolorskaya,Armenia
1977,Verkhne-Tobolskaya,Kazakhstan
1977,Charvak,Uzbekistan
1977,Yedgaon,India
1977,Dhom,India
1977,Ner,India
1977,Hidkal,India
1977,Panchana,India
1977,Sundar,India
1977,Suki,India
1977,Sikasar,India
1977,Sriram Sagar,India
1977,Balimela,India
1977,Jakapur,India
1977,Ust-Ilim,Russia
1977,Sancha,China
1977,Tianqiao,China
1977,Baijiazui,China
1977,Mengqiaochuan,China
1977,Xianghe,China
1977,Fushi,China
1977,Xiangshuitan,China
1977,Fuhuashan,China
1977,Yangmei,China
1977,Fengtou,China
1977,Pinglong,China
1977,Wlingi,Indonesia
1977,Qipanshan,China
1977,Tumenzi,China
1977,Dongsong,South Korea
1977,Munam,South Korea
1977,An Dong,South Korea
1977,Sindae,South Korea
1977,Sameura,Japan
1977,Masiway,Philippines
1977,Managawa,Japan
1977,Maesawa,Japan
1977,Funagira,Japan
1977,Kawashimogawa,Japan
1977,Maruyama,Japan
1977,Googong,Australia
1977,Mangatangi,New Zealand
1978,Cholla Fly Ash Pond,United States
1978,Mintntac T,United States
1978,Western Hibtac,United States
1978,Apple Canyon Lake Dam,United States
1978,Windsor,United States
1978,Harry S. Truman Dam,United States
1978,Optima Lake,United States
1978,Skiatook Lake,United States
1978,Sterling C. Robertson Dam,United States
1978,Animas,Mexico
1978,Tayahua,Mexico
1978,El Cubo,Mexico
1978,La Grande 1,Canada
1978,Lake Glenn Shoals Dam,United States
1978,Patoka Lake Dam,United States
1978,Gathright Dam,United States
1978,Cedar Creek,United States
1978,Upper Bear Creek,United States
1978,John C. Stennis,United States
1978,Nichols N-4,United States
1978,Structure 336,United States
1978,Arenal,Costa Rica
1978,Outardes 2,Canada
1978,Rincon,Dominican Republic
1978,Sabana Yegua,Dominican Republic
1978,Saint Pierre la Manzo,France
1978,Socuy,Venezuela
1978,Maticora,Venezuela
1978,El Guapo,Venezuela
1978,El Cigarron,Venezuela
1978,Golillas,Colombia
1978,Sao Simao,Brazil
1978,Itauba,Brazil
1978,Carpina,Brazil
1978,Wimbleball,United Kingdom
1978,Tanes,Spain
1978,Lanuza,Spain
1978,Alcorlo,Spain
1978,Santillana,Spain
1978,Arenos,Spain
1978,Tamassogo,Burkina Faso
1978,Ouedbila,Burkina Faso
1978,Savili,Burkina Faso
1978,Weija,Ghana
1978,Tunsbergdalsvatn,Norway
1978,Romsvatn Ytre Hoveddam,Norway
1978,Eau d'Heure,Belgium
1978,Plate Taille,Belgium
1978,Stanovice,Czech Republic
1978,Rimov,Czech Republic
1978,Bancalie Aval,France
1978,S.M.B. Aouda,Algeria
1978,Dakar,Libya
1978,Kouna,Burkina Faso
1978,Sitenga,Burkina Faso
1978,Bakolori,Nigeria
1978,Tagwai,Nigeria
1978,Quedas do Ruacana,Angola
1978,Rieppejavri Hoveddam,Norway
1978,Slup,Poland
1978,Mohelno,Czech Republic
1978,Besenova,Slovakia
1978,Tisza,Hungary
1978,Fantanele,Romania
1978,Manjesti,Romania
1978,Babeni,Romania
1978,Budeasa,Romania
1978,Ionesti,Romania
1978,Drenova,Bosnia and Herzegovina
1978,Strejesti,Romania
1978,Bovan,Serbia
1978,Celije,Serbia
1978,Itezhi-Tezhi,Zambia
1978,Bert Hacking,Zimbabwe
1978,Loskop,South Africa
1978,Lakeside,South Africa
1978,Grootdraai,South Africa
1978,Roodepoort,South Africa
1978,Weltevrede,South Africa
1978,Koppies,South Africa
1978,Menin,South Africa
1978,Dreihuk,Namibia
1978,P.K. le Roux,South Africa
1978,Lake Mentz,South Africa
1978,Tabqa,Syria
1978,Gitaru,Kenya
1978,Hale,Zimbabwe
1978,Chirkey,Russia
